# refresh_posture_target=True,arm_posture_cost=0.001,"arm_posture_cost_overrides={'left_arm_joint7': 0.003, 'right_arm_joint7': 0.003}",ee_position_cost=1.0,ee_orientation_cost=0.5,redundancy_resolution=dls_projector,dls_damping=0.05,hard_constraint_extra_damping=0.001
t,left_q0,left_q1,left_q2,left_q3,left_q4,left_q5,left_q6,right_q0,right_q1,right_q2,right_q3,right_q4,right_q5,right_q6,left_target_ee_0,left_target_ee_1,left_target_ee_2,left_target_ee_3,left_target_ee_4,left_target_ee_5,left_target_ee_6,right_target_ee_0,right_target_ee_1,right_target_ee_2,right_target_ee_3,right_target_ee_4,right_target_ee_5,right_target_ee_6,left_actual_ee_0,left_actual_ee_1,left_actual_ee_2,left_actual_ee_3,left_actual_ee_4,left_actual_ee_5,left_actual_ee_6,right_actual_ee_0,right_actual_ee_1,right_actual_ee_2,right_actual_ee_3,right_actual_ee_4,right_actual_ee_5,right_actual_ee_6,lift_q,base_x,base_y,base_yaw
22.15692060999936,-0.013843,1.334597,-1.700026,1.260047,0.017250,0.004039,0.027216,-0.017608,1.290136,1.935486,1.741140,0.071259,-0.168924,-0.143039,-0.031344,0.775898,0.147167,-0.612652,0.371991,-0.252846,0.604763,0.144337,-0.615534,0.210063,0.745761,-0.414317,-0.235186,0.755195,-0.031607,0.775961,0.146832,-0.612638,0.367726,-0.255616,0.595169,0.144657,-0.615443,0.210329,0.745698,-0.418575,-0.237275,0.745601,0.451084,0.000000,0.000000,0.000000
22.19035906800127,-0.012155,1.333380,-1.701131,1.263232,0.016139,0.002832,0.025539,-0.008352,1.290276,1.929811,1.754139,0.070997,-0.168464,-0.151928,-0.031344,0.775898,0.147167,-0.612652,0.371991,-0.252846,0.604763,0.137776,-0.617073,0.211926,0.745202,-0.412101,-0.237846,0.760065,-0.031631,0.775967,0.146802,-0.612637,0.368293,-0.255201,0.595754,0.138125,-0.616974,0.212216,0.745137,-0.415793,-0.239461,0.751057,0.451084,0.000000,0.000000,0.000000
22.22334136200152,-0.010108,1.332683,-1.701924,1.267248,0.015377,0.002047,0.023458,0.000792,1.289345,1.923101,1.765278,0.067845,-0.168189,-0.158860,-0.031344,0.775898,0.147167,-0.612652,0.371991,-0.252846,0.604763,0.131153,-0.616986,0.213653,0.745976,-0.409703,-0.240675,0.764545,-0.031686,0.775980,0.146732,-0.612634,0.368541,-0.254730,0.596376,0.131569,-0.616866,0.213999,0.745902,-0.413146,-0.241680,0.756159,0.451084,0.000000,0.000000,0.000000
22.25693276400125,-0.006084,1.332854,-1.702263,1.274032,0.015072,0.001746,0.020761,0.012885,1.284394,1.910855,1.775642,0.055981,-0.166836,-0.158894,-0.031344,0.775898,0.147167,-0.612652,0.371991,-0.252846,0.604763,0.119693,-0.611911,0.216318,0.751296,-0.406112,-0.245572,0.770119,-0.031928,0.776038,0.146427,-0.612621,0.368194,-0.253762,0.597056,0.120408,-0.611704,0.216901,0.751181,-0.409902,-0.244995,0.762415,0.451084,0.000000,0.000000,0.000000
22.289979076002055,-0.001251,1.331625,-1.703826,1.281198,0.013572,0.000262,0.018236,0.026208,1.280101,1.895558,1.780592,0.046687,-0.162116,-0.159237,-0.031344,0.775898,0.147167,-0.612652,0.371991,-0.252846,0.604763,0.108360,-0.608481,0.215328,0.756071,-0.402784,-0.251367,0.774008,-0.032095,0.776078,0.146215,-0.612613,0.368653,-0.252480,0.597878,0.109286,-0.608217,0.216074,0.755937,-0.406122,-0.249088,0.767127,0.451084,0.000000,0.000000,0.000000
22.32323285000166,0.002234,1.329960,-1.705778,1.286421,0.011822,-0.001242,0.016116,0.037231,1.277166,1.881948,1.780899,0.041739,-0.156158,-0.164271,-0.031344,0.775898,0.147167,-0.612652,0.371991,-0.252846,0.604763,0.101575,-0.607465,0.210890,0.759075,-0.400438,-0.255823,0.775763,-0.032031,0.776063,0.146296,-0.612616,0.369488,-0.251528,0.598638,0.102425,-0.607228,0.211572,0.758960,-0.402952,-0.252760,0.769642,0.451084,0.000000,0.000000,0.000000
22.35862987300061,0.005598,1.328557,-1.707363,1.291187,0.010316,-0.002673,0.014451,0.047934,1.273452,1.866355,1.778458,0.037785,-0.147098,-0.170362,-0.031344,0.775898,0.147167,-0.612652,0.371991,-0.252846,0.604763,0.094713,-0.606708,0.203155,0.762668,-0.397729,-0.260819,0.776738,-0.032081,0.776074,0.146232,-0.612614,0.370143,-0.250601,0.599264,0.095629,-0.606463,0.203885,0.762554,-0.399599,-0.256708,0.771243,0.451084,0.000000,0.000000,0.000000
22.394164433000697,0.011380,1.327345,-1.708805,1.297930,0.008744,-0.004488,0.013429,0.059843,1.263899,1.837627,1.771984,0.029713,-0.125741,-0.173923,-0.031344,0.775898,0.147167,-0.612652,0.371991,-0.252846,0.604763,0.080579,-0.602337,0.185794,0.772126,-0.392484,-0.269101,0.776997,-0.032477,0.776169,0.145730,-0.612593,0.370548,-0.248949,0.599749,0.082007,-0.601992,0.186908,0.771975,-0.393985,-0.262354,0.771991,0.451084,0.000000,0.000000,0.000000
22.427331948001665,0.014976,1.326235,-1.710508,1.305341,0.007346,-0.005454,0.009252,0.072122,1.256934,1.814573,1.763826,0.020093,-0.111385,-0.172450,-0.031344,0.775898,0.147167,-0.612652,0.371991,-0.252846,0.604763,0.069689,-0.597175,0.174983,0.779683,-0.388598,-0.274726,0.776389,-0.032382,0.776146,0.145851,-0.612598,0.370991,-0.248128,0.600970,0.071010,-0.596878,0.175995,0.779564,-0.389670,-0.267410,0.772604,0.451084,0.000000,0.000000,0.000000
22.464843998001015,0.020847,1.325300,-1.711943,1.316424,0.005902,-0.006958,0.003950,0.085841,1.248523,1.782690,1.751371,0.004667,-0.092466,-0.162942,-0.031344,0.775898,0.147167,-0.612652,0.371991,-0.252846,0.604763,0.053137,-0.588568,0.160566,0.790558,-0.382427,-0.283046,0.774379,-0.032712,0.776225,0.145433,-0.612580,0.371056,-0.246763,0.602519,0.054902,-0.588208,0.161881,0.790438,-0.383491,-0.273565,0.772145,0.451084,0.000000,0.000000,0.000000
