# refresh_posture_target=True,arm_posture_cost=0.001,"arm_posture_cost_overrides={'left_arm_joint7': 0.003, 'right_arm_joint7': 0.003}",ee_position_cost=1.0,ee_orientation_cost=0.5,redundancy_resolution=dls_projector,dls_damping=0.05,nullspace_swivel_weight=1.0,elbow_swivel_gain=1.0,elbow_swivel_targets={},nullspace_continuity_weight=0.0,nullspace_posture_weight=1.0,enable_manipulability=False,manipulability_weight=0.5,base_motion_weight=100.0,base_motion_weight_min=10.0,base_motion_weight_yaw=1.0,base_weight_gate_on=0.065,base_weight_gate_full=0.05,base_recenter_gain=0.5,base_recenter_max_vel=0.15,nullspace_home_gain=0.3,nullspace_home_weight=1.0,constrained_primary=True,dls_task_weighting=True,dls_adaptive_damping_sigma=0.05,dls_damping_max=0.2,swivel_parallel_ref=True,swivel_relatch_err_rad=1.57
# control_hz=30.0,enable_base_motion=True,base_max_lin_vel=0.25,base_max_ang_vel=0.6,base_vel_deadband=0.0,base_vel_deadband_exit=0.0,base_vel_filter_tau=0.15,base_feedback_alpha=0.0,enable_lift_motion=True,lift_kp=2.0,lift_kd=0.05,lift_derivative_tau=0.1,lift_velocity_deadband_m=0.005,lift_max_velocity_m_s=0.05,lift_feedback_max_age_s=0.5,use_measured_lift=True,use_measured_arm_state=False,"base_pid=base_pid_hybrid.json [drive p=0.35 ff=0.23, steer p=2 out=+/-1, scale=1.068]",base_heading_rate_limit=3.49,base_max_accel=1.5,base_yaw_deadband=0.0,base_yaw_deadband_exit=0.0,base_yaw_filter_tau=0.15,base_pose_kp_xy=1.5,base_pose_kd_xy=0.15,base_pose_kp_yaw=2.0,base_pose_kd_yaw=0.2,base_pose_deadband_m=0.01,base_pose_yaw_deadband_rad=0.02,base_pose_derivative_tau=0.1,arm_joint_deadband_rad=0.02,target_leash_m=0.15,target_leash_rad=0.8
t,left_q0,left_q1,left_q2,left_q3,left_q4,left_q5,left_q6,right_q0,right_q1,right_q2,right_q3,right_q4,right_q5,right_q6,left_target_ee_0,left_target_ee_1,left_target_ee_2,left_target_ee_3,left_target_ee_4,left_target_ee_5,left_target_ee_6,right_target_ee_0,right_target_ee_1,right_target_ee_2,right_target_ee_3,right_target_ee_4,right_target_ee_5,right_target_ee_6,left_actual_ee_0,left_actual_ee_1,left_actual_ee_2,left_actual_ee_3,left_actual_ee_4,left_actual_ee_5,left_actual_ee_6,right_actual_ee_0,right_actual_ee_1,right_actual_ee_2,right_actual_ee_3,right_actual_ee_4,right_actual_ee_5,right_actual_ee_6,lift_q,base_x,base_y,base_yaw,iters,solved,base_active,base_err_fwd,base_err_lat,base_err_yaw,base_req_fwd,base_req_lat,base_req_yaw,base_body_fwd,base_body_lat,base_body_yaw,base_sent_0,base_sent_1,base_sent_2,swerve_enabled,swerve_target_0,swerve_target_1,swerve_target_2,swerve_prof_0,swerve_prof_1,swerve_prof_2,steer_cmd_FL,steer_cmd_FR,steer_cmd_RR,steer_cmd_RL,steer_meas_FL,steer_meas_FR,steer_meas_RR,steer_meas_RL,drive_cmd_FL,drive_cmd_FR,drive_cmd_RR,drive_cmd_RL,drive_meas_FL,drive_meas_FR,drive_meas_RR,drive_meas_RL,drive_pos_FL,drive_pos_FR,drive_pos_RR,drive_pos_RL,lift_active,lift_mode,lift_goal,lift_meas,lift_cmd_vel,lift_vel_est,lift_age,lift_blocked,l_sigma_min,r_sigma_min,l_manip,r_manip,l_swivel,l_swivel_tgt,l_swivel_err,r_swivel,r_swivel_tgt,r_swivel_err,collision_rows
0.016306292003719136,0.145002,1.394462,-1.502941,1.396282,-0.099286,0.145629,0.146668,0.005465,1.325810,1.714414,1.307446,-0.007667,0.002127,0.006168,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207328,0.578347,0.142096,-0.613631,-0.021970,0.776391,-0.373805,-0.255417,0.607657,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207327,0.578348,0.142096,-0.613631,-0.021970,0.776391,-0.373805,-0.255417,0.607657,0.451018,-0.000508,0.000296,0.000207,1,True,True,-0.000296,-0.000508,0.000207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.451621,1.685864,-1.497521,1.707576,-1.450980,1.685864,-1.497527,1.707540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,771.285461,830.620117,985.926636,22.173269,True,velocity,0.451018,0.451112,0.000000,0.000000,3.841458,False,0.149166,0.141281,0.050870,0.050707,-2.799477,-2.799477,0.000000,2.750005,2.750005,0.000000,167.000000
0.0404011869977694,0.144039,1.393848,-1.503781,1.395593,-0.099675,0.144378,0.146352,0.005954,1.326621,1.713820,1.307869,-0.008343,0.001280,0.005343,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207328,0.578347,0.142096,-0.613631,-0.021970,0.776391,-0.373805,-0.255417,0.607657,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207327,0.578348,0.142096,-0.613631,-0.021970,0.776391,-0.373805,-0.255417,0.607657,0.450924,-0.001011,0.000588,0.000384,1,True,True,-0.000588,-0.001011,0.000384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.450980,1.685864,-1.497521,1.707540,-1.450980,1.685864,-1.497521,1.707540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,771.285461,830.620117,985.926636,22.173269,True,velocity,0.450924,0.451112,0.000000,0.000000,3.865764,False,0.149113,0.141328,0.050880,0.050718,-2.800193,-2.799477,-0.000716,2.749943,2.750005,-0.000061,167.000000
0.07625462400028482,0.143105,1.393175,-1.504540,1.394928,-0.100142,0.143222,0.146050,0.006458,1.327428,1.713220,1.308272,-0.009025,0.000455,0.004527,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207328,0.578347,0.142096,-0.613631,-0.021970,0.776391,-0.373805,-0.255417,0.607657,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207327,0.578348,0.142096,-0.613631,-0.021970,0.776391,-0.373805,-0.255417,0.607657,0.450830,-0.001508,0.000874,0.000537,1,True,True,-0.000874,-0.001508,0.000537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.451400,1.685864,-1.497527,1.707540,-1.451400,1.685864,-1.497527,1.707576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,771.285461,830.620117,985.926636,22.173269,True,velocity,0.450830,0.451112,0.000000,0.000000,3.901391,False,0.149062,0.141373,0.050889,0.050729,-2.800752,-2.799477,-0.001275,2.749905,2.750005,-0.000099,167.000000
0.11075427199830301,0.142196,1.392460,-1.505234,1.394283,-0.100668,0.142144,0.145759,0.006972,1.328230,1.712615,1.308658,-0.009707,-0.000353,0.003721,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207328,0.578347,0.142096,-0.613631,-0.021970,0.776391,-0.373805,-0.255417,0.607657,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207327,0.578348,0.142096,-0.613631,-0.021970,0.776391,-0.373805,-0.255417,0.607657,0.450737,-0.001999,0.001157,0.000671,1,True,True,-0.001157,-0.001999,0.000671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.450759,1.686006,-1.497527,1.707576,-1.450759,1.686006,-1.497527,1.707576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,771.285461,830.620117,985.926636,22.173269,True,velocity,0.450737,0.451112,0.000000,0.000000,3.935641,False,0.149011,0.141416,0.050897,0.050740,-2.801189,-2.799477,-0.001712,2.749883,2.750005,-0.000122,167.000000
0.14350146800279617,0.141309,1.391714,-1.505876,1.393653,-0.101238,0.141127,0.145480,0.007492,1.329026,1.712008,1.309029,-0.010387,-0.001147,0.002925,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207328,0.578347,0.142096,-0.613631,-0.021970,0.776391,-0.373805,-0.255417,0.607657,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207327,0.578348,0.142096,-0.613631,-0.021970,0.776391,-0.373804,-0.255417,0.607658,0.450644,-0.002484,0.001435,0.000790,1,True,True,-0.001435,-0.002484,0.000790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.451621,1.685864,-1.497527,1.707576,-1.451621,1.685864,-1.497527,1.707576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,771.285461,830.620117,985.926453,22.173269,True,velocity,0.450644,0.451112,0.000000,0.000000,3.968343,False,0.148961,0.141457,0.050904,0.050750,-2.801531,-2.799477,-0.002054,2.749872,2.750005,-0.000133,167.000000
0.17382053000619635,0.140441,1.390946,-1.506475,1.393036,-0.101842,0.140161,0.145210,0.008016,1.329813,1.711400,1.309388,-0.011063,-0.001928,0.002140,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207328,0.578347,0.142096,-0.613631,-0.021970,0.776391,-0.373805,-0.255417,0.607657,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207327,0.578348,0.142096,-0.613631,-0.021970,0.776391,-0.373804,-0.255417,0.607658,0.450553,-0.002964,0.001709,0.000898,1,True,True,-0.001709,-0.002964,0.000898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.451400,1.685864,-1.497527,1.707576,-1.450980,1.685864,-1.497521,1.707576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,771.285461,830.620117,985.926636,22.173269,True,velocity,0.450553,0.451112,0.000000,0.000000,3.999190,False,0.148912,0.141497,0.050910,0.050761,-2.801798,-2.799477,-0.002321,2.749867,2.750005,-0.000138,167.000000
0.20687472399731632,0.139590,1.390163,-1.507040,1.392430,-0.102469,0.139237,0.144949,0.008541,1.330593,1.710792,1.309735,-0.011733,-0.002697,0.001365,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207328,0.578347,0.142096,-0.613631,-0.021970,0.776391,-0.373805,-0.255417,0.607657,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207327,0.578349,0.142096,-0.613631,-0.021970,0.776391,-0.373804,-0.255417,0.607658,0.450462,-0.003438,0.001979,0.000997,1,True,True,-0.001979,-0.003438,0.000997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.451400,1.685864,-1.497521,1.707540,-1.451400,1.685864,-1.497521,1.707576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,771.285461,830.620117,985.926636,22.173269,True,velocity,0.450462,0.451112,0.000000,0.000000,4.032228,False,0.148863,0.141536,0.050916,0.050771,-2.802008,-2.799477,-0.002531,2.749867,2.750005,-0.000137,167.000000
0.24053980300959665,0.138755,1.389370,-1.507577,1.391833,-0.103112,0.138347,0.144697,0.009065,1.331364,1.710186,1.310071,-0.012398,-0.003455,0.000601,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207328,0.578347,0.142096,-0.613631,-0.021970,0.776391,-0.373805,-0.255417,0.607657,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207327,0.578349,0.142096,-0.613631,-0.021970,0.776391,-0.373804,-0.255417,0.607658,0.450373,-0.003906,0.002245,0.001088,1,True,True,-0.002245,-0.003906,0.001088,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.451400,1.685864,-1.497527,1.707576,-1.451621,1.692353,-1.497527,1.707576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,771.285461,830.620117,985.926636,22.173269,True,velocity,0.450373,0.451112,0.000000,0.000000,4.065697,False,0.148814,0.141574,0.050921,0.050782,-2.802172,-2.799477,-0.002695,2.749870,2.750005,-0.000135,167.000000
0.27722632700169925,0.137933,1.388572,-1.508090,1.391243,-0.103767,0.137486,0.144452,0.009587,1.332126,1.709581,1.310398,-0.013057,-0.004203,-0.000152,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207328,0.578347,0.142096,-0.613631,-0.021970,0.776391,-0.373805,-0.255417,0.607657,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207327,0.578349,0.142096,-0.613631,-0.021970,0.776391,-0.373804,-0.255417,0.607658,0.450284,-0.004369,0.002507,0.001173,1,True,True,-0.002507,-0.004369,0.001173,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.451201,1.685864,-1.497527,1.707505,-1.451201,1.686006,-1.497533,1.707540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,771.285461,830.620117,985.926636,22.173269,True,velocity,0.450284,0.451112,0.000000,0.000000,4.100654,False,0.148766,0.141611,0.050926,0.050792,-2.802300,-2.799477,-0.002823,2.749874,2.750005,-0.000130,167.000000
0.3081990150094498,0.137125,1.387772,-1.508583,1.390661,-0.104429,0.136650,0.144214,0.010107,1.332879,1.708980,1.310716,-0.013708,-0.004942,-0.000894,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207328,0.578347,0.142096,-0.613631,-0.021970,0.776391,-0.373805,-0.255417,0.607657,-0.030629,0.741336,0.092193,-0.664066,0.284965,-0.207327,0.578349,0.142096,-0.613631,-0.021970,0.776391,-0.373804,-0.255417,0.607658,0.450197,-0.004826,0.002765,0.001254,1,True,True,-0.002765,-0.004826,0.001254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.451621,1.686006,-1.497527,1.707576,-1.451621,1.686006,-1.497527,1.707576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,771.285461,830.620117,985.926636,22.173269,True,velocity,0.450197,0.451112,0.000000,0.000000,4.133558,False,0.148718,0.141647,0.050931,0.050802,-2.802401,-2.799477,-0.002924,2.749879,2.750005,-0.000126,167.000000
