"# base_pid=base_pid_hybrid.json [drive p=0.35 ff=0.23, steer p=2 out=+/-1, scale=1.068]",sample_hz=50.0
t,motors_enabled,v_target_0,v_target_1,v_target_2,v_prof_0,v_prof_1,v_prof_2,steer_cmd_FL,steer_cmd_FR,steer_cmd_RR,steer_cmd_RL,steer_meas_FL,steer_meas_FR,steer_meas_RR,steer_meas_RL,drive_cmd_FL,drive_cmd_FR,drive_cmd_RR,drive_cmd_RL,drive_meas_FL,drive_meas_FR,drive_meas_RR,drive_meas_RL,drive_pos_FL,drive_pos_FR,drive_pos_RR,drive_pos_RL
0.0006,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096639,-0.067290,3.020205,-0.254227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
0.0204,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096557,-0.067290,3.020392,-0.254467,-0.096557,-0.067290,3.020392,-0.254467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
0.0404,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096722,-0.067616,3.020205,-0.254467,-0.096722,-0.067616,3.020205,-0.254467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
0.0605,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096639,-0.067616,3.020205,-0.254706,-0.096639,-0.067616,3.020205,-0.254706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
0.0805,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096639,-0.067616,3.020392,-0.254706,-0.096639,-0.067616,3.020392,-0.254706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
0.1004,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096557,-0.067616,3.020392,-0.254706,-0.096557,-0.067616,3.020392,-0.254706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
0.1204,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096639,-0.067616,3.020205,-0.254227,-0.096639,-0.067616,3.020205,-0.254227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
0.1404,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096557,-0.067616,3.020392,-0.254467,-0.096557,-0.067616,3.020392,-0.254467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
0.1604,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096722,-0.066967,3.020205,-0.254467,-0.096722,-0.066967,3.020205,-0.254467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
0.1804,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096639,-0.066967,3.020205,-0.254706,-0.096639,-0.066967,3.020205,-0.254706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
0.2005,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096722,-0.067292,3.020579,-0.254467,-0.096722,-0.067292,3.020579,-0.254467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
0.2204,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096722,-0.067292,3.020205,-0.254467,-0.096722,-0.067292,3.020205,-0.254467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
0.2404,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096722,-0.067292,3.020392,-0.254467,-0.096722,-0.067292,3.020392,-0.254467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
0.2606,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096639,-0.066967,3.020392,-0.254467,-0.096639,-0.066967,3.020392,-0.254467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
0.2805,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096722,-0.066967,3.020392,-0.254467,-0.096722,-0.066967,3.020392,-0.254467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
0.3004,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096639,-0.066967,3.020579,-0.254227,-0.096639,-0.066967,3.020579,-0.254227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
0.3205,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096722,-0.067616,3.020579,-0.254227,-0.096722,-0.067616,3.020579,-0.254227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.684448,1669.296631,3742.501221,-1752.328491
