"# base_pid=base_pid_hybrid.json [drive p=0.35 ff=0.23, steer p=2 out=+/-1, scale=1.068]",sample_hz=50.0
t,motors_enabled,v_target_0,v_target_1,v_target_2,v_prof_0,v_prof_1,v_prof_2,steer_cmd_FL,steer_cmd_FR,steer_cmd_RR,steer_cmd_RL,steer_meas_FL,steer_meas_FR,steer_meas_RR,steer_meas_RL,drive_cmd_FL,drive_cmd_FR,drive_cmd_RR,drive_cmd_RL,drive_meas_FL,drive_meas_FR,drive_meas_RR,drive_meas_RL,drive_pos_FL,drive_pos_FR,drive_pos_RR,drive_pos_RL
0.0004,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.948510,-0.465708,2.259806,-0.719929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-117.462196,481.553436,-547.029968,517.804565
0.0204,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.948510,-0.465708,2.259806,-0.720217,-0.948510,-0.465708,2.260071,-0.720217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-117.462196,481.553436,-547.029968,517.804565
0.0404,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.948679,-0.465708,2.260071,-0.720217,-0.948679,-0.465708,2.260071,-0.720217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-117.462196,481.553436,-547.029968,517.804565
0.0604,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.948510,-0.465708,2.260335,-0.719929,-0.948510,-0.465708,2.260335,-0.720582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-117.462196,481.553436,-547.029968,517.804565
0.0804,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.948510,-0.465708,2.260071,-0.719929,-0.948510,-0.465708,2.259957,-0.719929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-117.462196,481.553436,-547.029968,517.804565
0.1004,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.948679,-0.465708,2.260071,-0.720217,-0.948679,-0.465708,2.260071,-0.720294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-117.462196,481.553436,-547.029968,517.804565
0.1204,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.948510,-0.465992,2.260448,-0.719929,-0.948510,-0.465992,2.260335,-0.719929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-117.462196,481.553436,-547.029968,517.804565
0.1404,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.948679,-0.465992,2.260071,-0.720582,-0.948679,-0.465992,2.260335,-0.720582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-117.462196,481.553436,-547.029968,517.804565
0.1604,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.948510,-0.465343,2.260335,-0.719929,-0.948510,-0.465343,2.260335,-0.719929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-117.462196,481.553436,-547.029968,517.804565
0.1804,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.948679,-0.465343,2.259693,-0.720217,-0.948679,-0.465343,2.260071,-0.720217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-117.462196,481.553436,-547.029968,517.804565
0.2005,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.948510,-0.465343,2.260071,-0.720582,-0.948510,-0.465343,2.260071,-0.720582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-117.462196,481.553436,-547.029968,517.804565
0.2204,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.948679,-0.465708,2.260071,-0.719929,-0.948679,-0.465708,2.260071,-0.719929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-117.462196,481.553436,-547.029968,517.804565
