"# base_pid=base_pid_hybrid.json [drive p=0.35 ff=0.23, steer p=2 out=+/-1, scale=1.068]",sample_hz=50.0
t,motors_enabled,v_target_0,v_target_1,v_target_2,v_prof_0,v_prof_1,v_prof_2,steer_cmd_FL,steer_cmd_FR,steer_cmd_RR,steer_cmd_RL,steer_meas_FL,steer_meas_FR,steer_meas_RR,steer_meas_RL,drive_cmd_FL,drive_cmd_FR,drive_cmd_RR,drive_cmd_RL,drive_meas_FL,drive_meas_FR,drive_meas_RR,drive_meas_RL,drive_pos_FL,drive_pos_FR,drive_pos_RR,drive_pos_RL
0.0020,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344654,0.196159,3.087946,-0.076116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-32.032505,-378.030701,352.982697,-45.012138
0.0222,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344654,0.196159,3.087946,-0.076769,0.344654,0.196159,3.087946,-0.076769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-32.032505,-378.030701,352.982697,-45.012138
0.0415,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344654,0.196159,3.087766,-0.076769,0.351106,0.196159,3.087946,-0.076769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-32.032505,-378.030701,352.982697,-45.012138
0.0615,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344654,0.196159,3.087483,-0.076337,0.344654,0.196159,3.087483,-0.076337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-32.032505,-378.030701,352.982697,-45.012138
0.0816,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.351069,0.196159,3.087483,-0.076337,0.351069,0.196159,3.087483,-0.076337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-32.032505,-378.030701,352.982697,-45.012138
0.1015,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344654,0.196215,3.087483,-0.076337,0.344654,0.196215,3.087483,-0.076337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-32.032505,-378.030701,352.982697,-45.012138
0.1215,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344654,0.196215,3.087303,-0.076337,0.344654,0.196511,3.087483,-0.076337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-32.032505,-378.030701,352.982697,-45.012138
0.1418,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344654,0.196511,3.087483,-0.076337,0.344654,0.196511,3.087663,-0.076337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-32.032505,-378.030701,352.982697,-45.012138
0.1615,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344654,0.196511,3.087663,-0.076769,0.344654,0.196511,3.087483,-0.076116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-32.032505,-378.030701,352.982697,-45.012138
0.1815,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344616,0.196511,3.087483,-0.076337,0.344616,0.196511,3.087946,-0.076337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-32.032505,-378.030701,352.982697,-45.012138
